Date,Blood_Type,Actual_Donations,Predicted_Donations,Variance,Day_of_Week,Is_Weekend,Is_Holiday,Is_Ramadan,Data_Type
2022-06-06,B,459.0,370,-89.0,Monday,0,1,0,Historical
2022-06-06,O,765.0,593,-172.0,Monday,0,1,0,Historical
2022-06-07,A,300.0,371,71.0,Tuesday,0,0,0,Historical
2022-06-07,AB,77.0,85,8.0,Tuesday,0,0,0,Historical
2022-06-07,B,383.0,425,42.0,Tuesday,0,0,0,Historical
2022-06-07,O,558.0,653,95.0,Tuesday,0,0,0,Historical
2022-06-08,A,380.0,348,-32.0,Wednesday,0,0,0,Historical
2022-06-08,AB,89.0,79,-10.0,Wednesday,0,0,0,Historical
2022-06-08,B,414.0,395,-19.0,Wednesday,0,0,0,Historical
2022-06-08,O,650.0,631,-19.0,Wednesday,0,0,0,Historical
2022-06-09,A,415.0,379,-36.0,Thursday,0,0,0,Historical
2022-06-09,AB,117.0,82,-35.0,Thursday,0,0,0,Historical
2022-06-09,B,485.0,417,-68.0,Thursday,0,0,0,Historical
2022-06-09,O,780.0,634,-146.0,Thursday,0,0,0,Historical
2022-06-10,A,270.0,257,-13.0,Friday,0,0,0,Historical
2022-06-10,AB,67.0,69,2.0,Friday,0,0,0,Historical
2022-06-10,B,282.0,312,30.0,Friday,0,0,0,Historical
2022-06-10,O,481.0,536,55.0,Friday,0,0,0,Historical
2022-06-11,A,479.0,501,22.0,Saturday,1,0,0,Historical
2022-06-11,AB,115.0,130,15.0,Saturday,1,0,0,Historical
2022-06-11,B,500.0,513,13.0,Saturday,1,0,0,Historical
2022-06-11,O,824.0,822,-2.0,Saturday,1,0,0,Historical
2022-06-12,A,850.0,697,-153.0,Sunday,1,0,0,Historical
2022-06-12,AB,175.0,154,-21.0,Sunday,1,0,0,Historical
2022-06-12,B,881.0,739,-142.0,Sunday,1,0,0,Historical
2022-06-12,O,1512.0,1262,-250.0,Sunday,1,0,0,Historical
2022-06-13,A,212.0,265,53.0,Monday,0,0,0,Historical
2022-06-13,AB,58.0,62,4.0,Monday,0,0,0,Historical
2022-06-13,B,272.0,323,51.0,Monday,0,0,0,Historical
2022-06-13,O,425.0,483,58.0,Monday,0,0,0,Historical
2022-06-14,A,727.0,332,-395.0,Tuesday,0,0,0,Historical
2022-06-14,AB,181.0,73,-108.0,Tuesday,0,0,0,Historical
2022-06-14,B,792.0,371,-421.0,Tuesday,0,0,0,Historical
2022-06-14,O,1209.0,570,-639.0,Tuesday,0,0,0,Historical
2022-06-15,A,455.0,463,8.0,Wednesday,0,0,0,Historical
2022-06-15,AB,114.0,96,-18.0,Wednesday,0,0,0,Historical
2022-06-15,B,567.0,519,-48.0,Wednesday,0,0,0,Historical
2022-06-15,O,784.0,724,-60.0,Wednesday,0,0,0,Historical
2022-06-16,A,486.0,390,-96.0,Thursday,0,0,0,Historical
2022-06-16,AB,150.0,85,-65.0,Thursday,0,0,0,Historical
2022-06-16,B,504.0,449,-55.0,Thursday,0,0,0,Historical
2022-06-16,O,781.0,667,-114.0,Thursday,0,0,0,Historical
2022-06-17,A,346.0,282,-64.0,Friday,0,0,0,Historical
2022-06-17,AB,95.0,69,-26.0,Friday,0,0,0,Historical
2022-06-17,B,421.0,298,-123.0,Friday,0,0,0,Historical
2022-06-17,O,681.0,498,-183.0,Friday,0,0,0,Historical
2022-06-18,A,556.0,547,-9.0,Saturday,1,0,0,Historical
2022-06-18,AB,146.0,142,-4.0,Saturday,1,0,0,Historical
2022-06-18,B,605.0,629,24.0,Saturday,1,0,0,Historical
2022-06-18,O,904.0,1109,205.0,Saturday,1,0,0,Historical
2022-06-19,A,756.0,734,-22.0,Sunday,1,0,0,Historical
2022-06-19,AB,174.0,156,-18.0,Sunday,1,0,0,Historical
2022-06-19,B,824.0,874,50.0,Sunday,1,0,0,Historical
2022-06-19,O,1303.0,1218,-85.0,Sunday,1,0,0,Historical
2022-06-20,A,298.0,307,9.0,Monday,0,0,0,Historical
2022-06-20,AB,66.0,61,-5.0,Monday,0,0,0,Historical
2022-06-20,B,350.0,300,-50.0,Monday,0,0,0,Historical
2022-06-20,O,567.0,467,-100.0,Monday,0,0,0,Historical
2022-06-21,A,358.0,370,12.0,Tuesday,0,0,0,Historical
2022-06-21,AB,75.0,77,2.0,Tuesday,0,0,0,Historical
2022-06-21,B,376.0,414,38.0,Tuesday,0,0,0,Historical
2022-06-21,O,553.0,580,27.0,Tuesday,0,0,0,Historical
2022-06-22,A,389.0,379,-10.0,Wednesday,0,0,0,Historical
2022-06-22,AB,93.0,87,-6.0,Wednesday,0,0,0,Historical
2022-06-22,B,487.0,432,-55.0,Wednesday,0,0,0,Historical
2022-06-22,O,716.0,630,-86.0,Wednesday,0,0,0,Historical
2022-06-23,A,376.0,380,4.0,Thursday,0,0,0,Historical
2022-06-23,AB,87.0,93,6.0,Thursday,0,0,0,Historical
2022-06-23,B,520.0,449,-71.0,Thursday,0,0,0,Historical
2022-06-23,O,691.0,715,24.0,Thursday,0,0,0,Historical
2022-06-24,A,253.0,295,42.0,Friday,0,0,0,Historical
2022-06-24,AB,35.0,78,43.0,Friday,0,0,0,Historical
2022-06-24,B,303.0,320,17.0,Friday,0,0,0,Historical
2022-06-24,O,425.0,557,132.0,Friday,0,0,0,Historical
2022-06-25,A,463.0,480,17.0,Saturday,1,0,0,Historical
2022-06-25,AB,80.0,105,25.0,Saturday,1,0,0,Historical
2022-06-25,B,549.0,518,-31.0,Saturday,1,0,0,Historical
2022-06-25,O,835.0,820,-15.0,Saturday,1,0,0,Historical
2022-06-26,A,747.0,702,-45.0,Sunday,1,0,0,Historical
2022-06-26,AB,144.0,138,-6.0,Sunday,1,0,0,Historical
2022-06-26,B,800.0,828,28.0,Sunday,1,0,0,Historical
2022-06-26,O,1314.0,1182,-132.0,Sunday,1,0,0,Historical
2022-06-27,A,322.0,259,-63.0,Monday,0,0,0,Historical
2022-06-27,AB,78.0,51,-27.0,Monday,0,0,0,Historical
2022-06-27,B,368.0,326,-42.0,Monday,0,0,0,Historical
2022-06-27,O,570.0,476,-94.0,Monday,0,0,0,Historical
2022-06-28,A,323.0,380,57.0,Tuesday,0,0,0,Historical
2022-06-28,AB,51.0,87,36.0,Tuesday,0,0,0,Historical
2022-06-28,B,355.0,431,76.0,Tuesday,0,0,0,Historical
2022-06-28,O,572.0,623,51.0,Tuesday,0,0,0,Historical
2022-06-29,A,420.0,368,-52.0,Wednesday,0,0,0,Historical
2022-06-29,AB,87.0,77,-10.0,Wednesday,0,0,0,Historical
2022-06-29,B,474.0,429,-45.0,Wednesday,0,0,0,Historical
2022-06-29,O,687.0,680,-7.0,Wednesday,0,0,0,Historical
2022-06-30,A,372.0,394,22.0,Thursday,0,0,0,Historical
2022-06-30,AB,58.0,80,22.0,Thursday,0,0,0,Historical
2022-06-30,B,427.0,435,8.0,Thursday,0,0,0,Historical
2022-06-30,O,643.0,677,34.0,Thursday,0,0,0,Historical
2022-07-01,A,254.0,191,-63.0,Friday,0,0,0,Historical
2022-07-01,AB,43.0,39,-4.0,Friday,0,0,0,Historical
2022-07-01,B,267.0,244,-23.0,Friday,0,0,0,Historical
2022-07-01,O,437.0,373,-64.0,Friday,0,0,0,Historical
2022-07-02,A,499.0,471,-28.0,Saturday,1,0,0,Historical
2022-07-02,AB,76.0,89,13.0,Saturday,1,0,0,Historical
2022-07-02,B,519.0,483,-36.0,Saturday,1,0,0,Historical
2022-07-02,O,787.0,808,21.0,Saturday,1,0,0,Historical
2022-07-03,A,714.0,672,-42.0,Sunday,1,0,0,Historical
2022-07-03,AB,119.0,126,7.0,Sunday,1,0,0,Historical
2022-07-03,B,662.0,730,68.0,Sunday,1,0,0,Historical
2022-07-03,O,1191.0,1122,-69.0,Sunday,1,0,0,Historical
2022-07-04,A,184.0,226,42.0,Monday,0,0,0,Historical
2022-07-04,AB,36.0,38,2.0,Monday,0,0,0,Historical
2022-07-04,B,199.0,226,27.0,Monday,0,0,0,Historical
2022-07-04,O,327.0,401,74.0,Monday,0,0,0,Historical
2022-07-05,A,365.0,274,-91.0,Tuesday,0,0,0,Historical
2022-07-05,AB,70.0,46,-24.0,Tuesday,0,0,0,Historical
2022-07-05,B,414.0,318,-96.0,Tuesday,0,0,0,Historical
